id,txnRefNumber,amount,type
5948,uc84acd24,14.8,sale
5949,u0305d741,417.46,refund
5950,ud6351136,532.23,sale
5951,uab671f06,760.8,sale
5952,uc355f101,596.49,sale
5953,u3704680b,361.23,sale
5954,ud5991e36,710.02,refund
5955,u8223c43e,629.88,refund
5956,u1d5fa4ff,384.46,sale
5957,ud06b040c,457.6,refund
5958,ufef275ab,76.49,sale
5959,u4227ea5d,403.16,refund
5960,uc9e32f1d,270.67,sale
5961,u09ed9e08,953.56,refund
5962,uda89d5d0,687.91,refund
5963,ue13113bd,740.28,sale
5964,ub00bec47,47.21,refund
5965,udad7a247,616.65,refund
5966,u4048cd1a,74.86,refund
5967,u4e738ac8,934.98,refund
5968,u1ac93647,547.28,sale
5969,ub468bd90,607.53,refund
5970,u82803ca4,212.19,sale
5971,u49482a33,443.04,refund
5972,u29e54f8d,820.24,refund
5973,ua8a90255,11.46,sale
5974,uf1d5b331,112.85,sale
5975,u21b1a8e7,491.58,refund
5976,ua1acd568,45.35,refund
5977,ufe1195c7,2.19,refund
5978,uc7b8ff37,927.91,sale
5979,u6d3fc73e,564.28,refund
5980,ua0071e81,12.28,sale
5981,u1a76de36,274.75,sale
5982,u50e2a15a,356.38,sale
5983,u300a7a16,443.72,sale
5984,u385fff2c,692.42,sale
5985,ub9e9ad4f,17.78,refund
5986,ua1420ea7,821.12,refund
5987,u1ca92b32,324.03,refund
5988,u9796f0ff,123.82,sale
5989,uac212a08,516.73,sale
5990,u4ecdc006,490.68,sale
5991,u037aa9a5,146.42,sale
5992,u87f876fc,207.82,refund
5993,ua92e6340,10.71,refund
5994,u7675270f,760.82,sale
5995,u13939ec3,523.06,refund
5996,ua77a4d04,381.97,sale
5997,ud2f32198,661.68,sale
5998,u5c9c619f,399.04,refund
5999,u497eb037,971.87,refund
6000,u60d47d77,834.91,refund
6001,ub5ad55bf,835.82,sale
6002,ua47f59bf,203.75,sale
6003,u54013afb,226.28,sale
6004,u95715686,699.59,sale
6005,u1b7f4d41,60.51,refund
6006,ue1327414,757.24,refund
6007,u5d1a7868,309.21,refund
6008,u99f5f399,320.58,refund
6009,u62741989,873.06,sale
6010,u479a81ec,18.83,sale
6011,uf4373501,398.22,sale
6012,u2624a2a4,719.51,sale
6013,u6e0c17cf,594.96,refund
6014,ube2c279c,31.38,sale
6015,u2b541a7b,428.51,sale
6016,ucbc3699c,147.88,sale
6017,ude49e524,855.16,sale
6018,u5fa27703,818.27,sale
6019,u80ad5fd5,312.63,sale
6020,u4fe4c0c5,409.64,sale
6021,u790ba446,293.68,refund
6022,uf6fbdddc,431.96,refund
6023,u11de925f,9.5,sale
6024,u91a5bb3e,300.76,refund
6025,u35eb4526,963.02,sale
6026,ue3294709,912.27,sale
6027,u01d62566,771.68,refund
6028,u4efb9c5d,971.37,sale
6029,ua9e1839d,70.4,sale
6030,ub0d52715,624.86,refund
6031,u259d6eee,219.06,refund
6032,ub4078d86,141.6,refund
6033,u7100cd48,893.41,refund
6034,u944641ca,226.4,refund
6035,u3271ab31,210.03,refund
6036,u2649dcd0,945.43,sale
6037,uf1224c05,732.4,refund
6038,ub1ea6b49,535.85,sale
6039,ud66a9dd5,546.71,refund
6040,ue3f56d15,720.04,refund
6041,u91b8e531,453.19,sale
6042,u66692a3d,444.72,refund
6043,u08b6a103,558.84,sale
6044,ub9d46c72,392.83,sale
6045,u88a0238b,763.33,refund
6046,ufb14473a,926.12,sale
6047,u95f5c36d,574.69,refund
6048,u9ea3a3cc,785.04,refund
6049,u2cdce0cd,658.62,sale
6050,u85d76459,689.71,sale
6051,ub08ba16c,410.67,refund
6052,u2bf66d71,825.99,refund
6053,uf3c4a63f,153.96,sale
6054,u34cbbe0c,766.74,sale
6055,ub0d59aee,191.94,sale
6056,u3df3ee21,989.29,sale
6057,u24fb0a7a,627.85,refund
6058,u584fcebf,960.23,refund
6059,ua3392810,119.5,refund
6060,u0da6b4bc,253.77,refund
6061,ud7c2a3e5,25.3,refund
6062,u8272d5d4,459.97,refund
6063,ua04f5f4d,288.81,refund
6064,u5cc5703e,781.61,refund
6065,uaa634345,886.35,sale
6066,uea07c504,240.55,sale
6067,u277083eb,845.69,refund
6068,uce54839d,999.12,refund
6069,u357fd9c3,941.66,refund
6070,u92e6092b,205.41,sale
6071,ue6966a89,900.65,sale
6072,u962c9fae,220.44,refund
6073,ufb852c1e,137.86,sale
6074,u8f06d869,521.05,sale
6075,u4a807b0a,188.67,refund
6076,ud5bc24ba,716.28,sale
6077,u2686aa82,900.17,sale
6078,uae060854,849.27,sale
6079,u175dd21e,658.8,sale
6080,ufc1e539b,824.18,refund
6081,u5f0d4a57,674.87,refund
6082,u98d2d1ad,482.57,refund
6083,u6b648bea,325.65,refund
6084,u71ebd10b,298.49,sale
6085,u04cf8bb5,655.64,sale
6086,u640e1d57,570.56,refund
6087,u1a581072,378.7,sale
6088,u1231f471,971.52,sale
6089,u4bb2e090,988.38,sale
6090,u01ec33d7,100.88,refund
6091,ua6f2ec5d,998.1,sale
6092,u75b27b58,804.11,sale
6093,ud847ad56,505.82,refund
6094,u3f2a31da,45.34,sale
6095,uc717f925,570.05,refund
6096,ue23bbc5a,218.96,refund
6097,uf3c370eb,300.21,sale
6098,ucda3e510,737.89,refund
6099,u9945389b,117.66,sale
6100,u9cac7eb1,725.07,sale
6101,u3e1a2b93,987.38,sale
6102,u37680cf3,947.34,refund
6103,u939635c1,912.42,sale
6104,u39d46719,466.37,sale
6105,uf3ead655,71.67,sale
6106,u3345354c,498.68,sale
6107,u1c742ee9,583.56,sale
6108,u68edbdd0,296.82,sale
6109,u0d6e82b6,118.57,refund
6110,u5362cc9d,245.59,sale
6111,ub949974e,370.1,sale
6112,uc25600d3,398.01,sale
6113,uffea3774,895.77,sale
6114,u3bac7a85,69.66,sale
6115,u519265a3,153.53,sale
6116,u90f1fa44,564.78,sale
6117,uf98dd0a8,384.62,sale
6118,ua64f50b7,350.55,refund
6119,u19e21c7b,603.36,sale
6120,u11507f85,620.85,refund
6121,u41f7a56d,407.33,refund
6122,u6b6ab074,546.22,sale
6123,u0752a0d5,334.64,sale
6124,u814dd0d8,522.9,refund
6125,ue79909dc,262.12,sale
6126,u6f005edb,80.58,refund
6127,u7047e9a9,776.43,refund
6128,u8ea597eb,729.05,refund
6129,ub334d78d,70.49,refund
6130,ub0d2d291,52.68,sale
6131,u0e720df0,461.78,refund
6132,u01301990,896.06,refund
6133,u92fe63be,20.58,refund
6134,u410dd8da,675.35,sale
6135,ub2101ce8,412.41,sale
6136,u02d80a99,721.96,refund
6137,uccc9ad6c,940.93,refund
6138,u7efa1971,7.32,refund
6139,u8936df03,803.4,sale
6140,ua5ca01b2,879.4,refund
6141,ue8e5199d,698.08,sale
6142,u511cc0a4,121.71,sale
6143,uba190edf,314.55,refund
6144,u9a848f93,939.51,sale
6145,ubd5b373f,604.79,sale
6146,u593d36ec,202.52,sale
6147,u4f59a030,920.85,refund
6148,u02e0cc91,838.27,refund
6149,u689c3c94,369.02,refund
6150,u2fc2d902,830.16,refund
6151,u0ffbd785,542.45,sale
6152,ub3fd9f30,283.09,refund
6153,uc58ad3e6,965.03,sale
6154,ub0958279,885.62,refund
6155,u4b39e58d,50.3,sale
6156,udd2c884d,853.27,refund
6157,u99acb912,340.01,sale
6158,u797730ae,232.16,refund
6159,u12fa5933,359.95,sale
6160,u65a2c54d,276.51,sale
6161,u74dc04e2,853.9,refund
6162,uc466e2ae,92.39,sale
6163,u8c0f23eb,738.34,sale
6164,u5536c67f,807.06,refund
6165,u0b407ac1,70.02,refund
6166,uaeebf065,901.04,sale
6167,ubfb6f32c,17.54,refund
6168,u88904026,719.19,refund
6169,u03868501,917.61,refund
6170,u4b4d366a,955.82,refund
6171,ua39a2297,980.04,refund
6172,ub4d81185,303.47,refund
6173,uf3af0b37,30.29,refund
6174,u597d9259,28.29,sale
6175,u36cec1f2,423.2,refund
6176,u140c88aa,115.22,refund
6177,u1f74d64e,408.78,refund
6178,ub25fd772,570.76,refund
6179,u9727462c,460.09,sale
6180,ucfb07099,431.14,refund
6181,ub858ccd7,479.69,refund
6182,ud94b5f20,170.44,sale
6183,u132ecd4e,66.24,refund
6184,u54ed1281,83.13,sale
6185,u496c4ad2,325.3,sale
6186,uefb978ba,931.88,sale
6187,ubd4a408e,581.28,refund
6188,u009d5724,595.32,refund
6189,u7f29d782,912.63,sale
6190,u8f08d9c1,590.17,sale
6191,u7169e173,560.1,sale
6192,ud1cd08d4,600.33,refund
6193,ucfc6e0ae,739.4,refund
6194,u3ae2499f,989.02,sale
6195,u2c59ce8b,244.23,refund
6196,uf90a9c53,694.82,refund
6197,ud2788f85,263.76,refund
6198,u402cbb5e,702.1,refund
6199,uefda4036,40.14,refund
6200,u8cd819a8,10.14,sale
6201,u8167d9e9,283.67,sale
6202,u1ed2f71e,29.01,sale
6203,uee0bcebe,1.49,sale
6204,u4141b029,997.02,refund
6205,u5af9b4f5,507.53,refund
6206,u553eb6b2,997.8,refund
6207,u952c4297,945.37,refund
6208,ufb8a9772,937.86,refund
6209,u043e5adc,703.48,sale
6210,u3dd55ef5,5.15,sale
6211,u9f1bb010,293.48,refund
6212,ub515a6a6,222.27,refund
6213,uff4a9b7a,961.37,refund
6214,uc53d790f,113.1,sale
6215,u6610df43,361.33,sale
6216,u2b98f72f,456.13,refund
6217,u275cc31e,375.92,refund
6218,u055b02cf,619.64,refund
6219,u820bbb20,62.71,refund
6220,u43f3b801,473.42,sale
6221,ue5f4a520,483.06,refund
6222,uc969cfa2,750.99,refund
6223,u9472d151,940.0,sale
6224,uaf0d7ffe,569.04,refund
6225,u3ac6e6e8,148.97,refund
6226,u812c3aaa,673.04,sale
6227,u6801800c,368.54,refund
6228,ucccfebd8,783.82,refund
6229,u6c4a0c2e,918.82,sale
6230,u00b69e10,133.69,refund
6231,ue71bcfd4,396.3,refund
6232,u72f12abe,70.03,refund
6233,u5782b57f,578.25,refund
6234,ud5c39ea0,789.53,sale
6235,ubac21597,904.62,refund
6236,uc6940cdb,19.69,sale
6237,u1048e2b3,486.01,sale
6238,u609c00a3,263.94,refund
6239,ubd65cd69,679.22,sale
6240,u5940e871,466.72,refund
6241,ucdbd4323,238.84,refund
6242,u9dae0fe0,886.94,sale
6243,u265e2fde,974.92,sale
6244,u39da175b,128.2,sale
6245,u42c7abd6,744.7,sale
6246,ue480cb90,790.46,sale
6247,u65073d3c,753.26,sale
6248,uacda607d,557.43,sale
6249,u11702ed6,476.91,refund
6250,u55ebe4ab,558.95,sale
6251,uf9344704,456.47,refund
6252,u23790550,638.99,refund
6253,u02a41bbe,668.14,refund
6254,ua7e5d5b4,87.84,refund
6255,u3ad5e899,40.38,refund
6256,u43b81680,696.2,sale
6257,ua8a060b9,20.36,refund
6258,u8219fa60,424.87,sale
6259,ua02a06c2,723.91,sale
6260,u1951e948,597.68,refund
6261,u174b78fd,856.18,sale
6262,u100b775d,708.27,sale
6263,uf36c4964,603.74,refund
6264,u111294e9,142.76,refund
6265,u88e25fcc,749.83,refund
6266,u3215c741,474.5,refund
6267,u6dc63280,666.59,refund
6268,uc5a9bbe4,396.63,refund
6269,u9d31334f,632.44,sale
6270,u6b7f9791,432.83,sale
6271,udac18c87,971.48,sale
6272,u98a68b25,147.11,refund
6273,u89b51e92,806.1,sale
6274,u4e8061e6,648.81,sale
6275,u1d9917fe,587.9,refund
6276,u880480be,421.71,sale
6277,ucce73450,307.79,sale
6278,uc25a3fe6,466.57,sale
6279,u0b226b04,74.33,sale
6280,ua85c4298,429.28,refund
6281,u53e16f8a,956.34,sale
6282,uf83664e5,108.53,sale
6283,ua78b106b,41.85,refund
6284,u0eed2619,185.78,refund
6285,u4a67a5cd,57.89,refund
6286,u3e8d83fc,461.42,sale
6287,u9ba82c3c,836.64,refund
6288,u2b6b8e7a,421.9,refund
6289,u7d60814f,639.12,refund
6290,uc8601d47,79.54,sale
6291,u89c27996,612.97,refund
6292,u135f64ca,322.91,refund
6293,u16c4bbce,590.97,refund
6294,u9104244d,612.78,sale
6295,u042f179e,643.25,sale
6296,u6f88d6ea,261.47,sale
6297,u770c8151,142.51,refund
6298,u0b99c042,343.29,refund
6299,uf610d161,301.36,sale
6300,u011a45a2,155.53,refund
6301,uc5535966,55.15,refund
6302,uc56c0c09,648.24,sale
6303,u7cbdecbf,183.86,refund
6304,u955324f8,643.76,refund
6305,uf11852a5,605.35,sale
6306,ub390bf0e,848.01,refund
6307,ue4aa288a,741.62,sale
6308,u787513b7,831.35,refund
6309,u1e81c812,912.29,sale
6310,u63ce605d,437.53,sale
6311,uc4ffd54a,864.4,refund
6312,u99e3f9ee,465.05,sale
6313,uf4650115,599.28,refund
6314,u5e517e02,18.47,refund
6315,ud615d86a,681.45,refund
6316,u658969c4,490.24,refund
6317,u6fff9b3e,306.03,sale
6318,u3592eceb,944.54,refund
6319,uf3da4151,729.33,refund
6320,ub7ceb3d3,143.2,refund
6321,u6847793a,23.96,sale
6322,u3ceeed49,954.71,sale
6323,u9ca86200,660.92,sale
6324,ue9c08f58,4.11,sale
6325,ucf66de34,942.41,refund
6326,ueae4312b,295.57,refund
6327,uc384737a,479.31,refund
6328,u9bd9f003,946.92,refund
6329,ub2e016eb,692.01,sale
6330,u11dbba43,956.2,sale
6331,u6bacd058,295.48,refund
6332,uc734ce84,149.53,sale
6333,u485b0274,489.74,refund
6334,u5e665bf9,157.67,sale
6335,u3193fb80,207.56,sale
6336,udca40263,715.11,sale
6337,ud3b26d95,36.4,sale
6338,ude6b0a0e,702.13,refund
6339,ufd5fe45a,702.76,sale
6340,u57212925,674.04,refund
6341,u779f42dc,909.28,refund
6342,u674cfeeb,134.13,sale
6343,u056bf803,265.23,sale
6344,u78714482,3.75,sale
6345,u475fe9a9,838.98,sale
6346,u12486a5b,378.87,refund
6347,u32f7fcb9,772.38,sale
6348,uf090f4de,228.34,refund
6349,u139fa363,813.51,refund
6350,u994d44ec,693.64,sale
6351,ua6d541aa,405.64,refund
6352,uf4f15501,700.35,refund
6353,ua7eafff5,49.01,refund
6354,uca12d665,763.32,sale
6355,u025a28f8,599.74,sale
6356,u608271ab,110.41,sale
6357,u8876642a,889.49,sale
6358,u39003f53,51.95,sale
6359,uae97bf8a,64.28,refund
6360,ua884b723,418.32,refund
6361,u1608aef0,920.73,sale
6362,u011a999e,314.9,refund
6363,u95f685ff,16.7,sale
6364,u3f492e8d,179.1,refund
6365,u6113b662,755.8,refund
6366,u07dbd056,306.74,sale
6367,ue48d2b66,481.61,refund
6368,u80a70da2,968.48,sale
6369,uaae4a88c,991.14,refund
6370,u8c818493,610.6,refund
6371,ud6c12da7,654.76,refund
6372,u2ed92970,182.71,sale
6373,ue0364b7d,669.7,refund
6374,u7b95c137,45.04,refund
6375,u3990c3fc,885.74,refund
6376,u7755c747,508.74,refund
6377,u126fda19,981.15,sale
6378,ueb53bd3c,617.19,sale
6379,u034397ab,45.96,sale
6380,u817aa3b5,582.53,refund
6381,u1beb0aa7,739.68,sale
6382,u4e5fd4a2,360.0,sale
6383,u5bd55a95,792.04,refund
6384,uc4d9d3f1,55.58,sale
6385,uef14b9a5,646.19,refund
6386,u3c487d7b,259.71,refund
6387,u9dbaed07,217.17,sale
6388,uf765bec8,517.32,refund
6389,u6287c3d1,146.62,refund
6390,uf3d1bff2,955.5,refund
6391,u131549e8,190.85,refund
6392,u16cc458d,20.0,refund
6393,ufc9ebeec,403.53,sale
6394,u995c939d,401.79,sale
6395,u75a6c8f8,124.16,sale
6396,ucd9b6c10,710.89,refund
6397,u392eac15,656.3,sale
6398,u269fa48a,894.51,sale
6399,u77534f62,469.7,sale
6400,u6c56ed54,426.82,sale
6401,u03a5fdc7,936.06,sale
6402,u64dbf8fd,738.9,refund
6403,u33c4116a,921.95,sale
6404,ua653d5cf,697.88,refund
6405,u248eb70a,806.17,sale
6406,u5c5d9f67,451.59,sale
6407,uf47cb9ef,889.74,sale
6408,u0e8f11da,711.82,refund
6409,ueaa5a131,987.5,refund
6410,u608ca2db,452.21,refund
6411,ub6c674db,795.23,refund
6412,u3a189b90,95.34,refund
6413,u583c2fd4,583.09,refund
6414,uabaf075f,229.59,refund
6415,uccd69496,193.35,sale
6416,u391573ee,878.08,sale
6417,uf1d6f7ad,774.67,sale
6418,ufb6a3a54,150.31,refund
6419,u80b74172,998.75,sale
6420,u8e6b3fd5,30.68,sale
6421,u3c556d68,300.64,sale
6422,u365b0834,736.41,refund
6423,u7596764d,905.57,refund
6424,u16feaa19,691.37,refund
6425,u085a52f1,243.82,refund
6426,u1960af7f,645.41,refund
6427,ubaf90917,756.27,refund
6428,ub889fb39,191.73,sale
6429,u25407667,611.98,sale
6430,uba293468,858.01,sale
6431,udb1731e3,907.65,refund
6432,u88bfdb23,196.79,sale
6433,uefc4bc9e,676.38,sale
6434,ud807f5e2,301.23,refund
6435,u0e8678fd,515.12,sale
6436,u6a5933fe,273.8,sale
6437,u37e1a7a5,336.62,refund
6438,u850fb4ee,868.4,sale
6439,u106ff59f,504.72,refund
6440,uff2c5386,998.08,refund
6441,u7e1cbd41,650.6,refund
6442,u24af1102,855.75,sale
6443,u5b81045f,303.11,sale
6444,u6510c569,300.49,sale
6445,u7b0afbec,835.81,sale
6446,u820a1387,394.71,sale
6447,u765206c1,787.5,sale
6448,u06e7e06b,325.3,sale
6449,u0268cdd9,379.13,refund
6450,u27908dd4,500.07,refund
6451,u1884f365,468.58,refund
6452,u1cffa5bf,96.34,refund
6453,u1ef9e9ca,675.04,sale
6454,u0f69f765,373.65,sale
6455,u4166c0a4,884.31,sale
6456,u6e3a61f5,764.86,refund
6457,u5d57d490,222.88,sale
6458,udbfe1cb7,324.39,sale
6459,ucfee057c,666.53,refund
6460,u8abc98b9,827.48,refund
6461,u0782b002,605.41,refund
6462,u4ec38698,797.74,refund
6463,ub686e474,43.7,sale
6464,u903a3707,799.69,sale
6465,ueefc55ff,773.78,sale
6466,ua0593aab,490.82,sale
6467,u3519117c,822.41,sale
6468,u9e3c129a,737.17,sale
6469,ue961cde0,608.85,sale
6470,u6fe69cad,958.33,refund
6471,ufbf98e1a,328.01,refund
6472,u8d935e0e,289.99,sale
6473,uc39a806f,551.15,refund
6474,u46ed74b5,545.63,sale
6475,u0492a62b,907.47,refund
6476,u03db315e,69.09,sale
6477,u8cfa9cde,924.41,refund
6478,ude052d62,118.27,refund
6479,u8500f6d4,586.14,refund
6480,u769b2600,881.57,sale
6481,ub124bd1a,549.84,sale
6482,u933d57b4,978.74,sale
6483,u1848b4a1,579.93,sale
6484,ucf048532,939.03,sale
6485,u1f00a28a,388.05,refund
6486,u84167506,927.99,sale
6487,u34658c37,189.41,refund
6488,u6670526c,124.62,sale
6489,u2c190fa4,236.99,refund
6490,u6b7982f1,180.81,refund
6491,uafdd8967,735.51,refund
6492,u58bf887b,71.71,sale
6493,ubc3e29eb,298.4,refund
6494,ua64bcf6f,859.51,sale
6495,ua5be5e50,209.39,refund
6496,u66a70014,710.22,refund
6497,u2c8d9053,55.91,sale
6498,u67ebf1bb,95.72,sale
6499,u17705a06,352.53,sale
6500,u7a93c432,344.24,sale
6501,u02482aac,186.4,refund
6502,ue57795d5,158.91,sale
6503,u353f2a2b,367.88,refund
6504,u06dee92d,853.84,refund
6505,u566dcfef,417.53,sale
6506,ubdbdf041,746.0,refund
6507,u346862c9,377.82,refund
6508,u4f233e8c,56.69,refund
6509,u6e8b0e60,201.49,refund
6510,u06f6fae7,896.53,sale
6511,u240d67cc,588.6,sale
6512,u2a514fce,577.74,refund
6513,uf616d153,524.36,sale
6514,ue2c9cd7d,783.01,sale
6515,u6b976e07,909.35,sale
6516,uf151aba9,515.93,sale
6517,u4a307b86,992.3,sale
6518,ua1df06ca,924.36,refund
6519,ud152a718,810.31,refund
6520,u586f4606,822.51,sale
6521,uf696a1ae,71.92,sale
6522,u8cdaf3c2,156.2,refund
6523,u34081938,874.7,refund
6524,u7b4529c0,696.87,sale
6525,u6b8a2dd2,881.19,sale
6526,u4f8339a7,174.44,refund
6527,u24a7deef,789.81,refund
6528,uc9697baf,699.87,refund
6529,u4f614ee3,189.39,sale
6530,u4b88c89f,468.79,sale
6531,u7fbf99ad,458.4,sale
6532,ufd247618,679.23,sale
6533,u1d7c13ae,955.72,refund
6534,ued6ed92f,492.91,sale
6535,u862ae8f2,925.51,sale
6536,u331f4c27,301.28,refund
6537,ubd4dc5af,939.78,sale
6538,u904ee17c,567.78,sale
6539,u431afe43,679.86,refund
6540,u6d4c828b,686.13,refund
6541,u54fe80d1,612.88,sale
6542,uc1b78b48,381.0,sale
6543,u678907fb,409.65,refund
6544,u15b474dd,669.23,refund
6545,u7f83b5e6,119.57,sale
6546,u3e540a84,833.61,sale
6547,u62de36a3,373.91,refund
6548,u9f59f063,601.15,sale
6549,u9fdc8254,641.76,refund
6550,ucef57223,356.24,sale
6551,uf66a49d9,204.24,sale
6552,uddcdbef7,769.88,sale
6553,u6dbae66b,950.45,refund
6554,u0feb9c4a,391.78,sale
6555,u5eef636e,639.15,sale
6556,u2f4fb554,248.66,sale
6557,ue63ff656,910.96,sale
6558,uace1629a,445.95,sale
6559,ub75c5024,310.31,refund
6560,u59f517ef,641.35,refund
6561,u6ab521a5,898.88,sale
6562,udf7e6d46,595.17,refund
6563,ubb4e3069,565.08,refund
6564,uccba2181,443.83,refund
6565,ubac62d2a,663.98,refund
6566,u95c47602,769.63,sale
6567,uf3deab3a,357.67,refund
6568,u3bd6e3cf,414.84,refund
6569,udf117d4c,627.47,refund
6570,ue37b1701,232.49,refund
6571,u401c9b30,920.8,refund
6572,u0589c514,444.07,sale
6573,u9a7ea871,956.19,refund
6574,u73691f1d,545.06,sale
6575,ud61f255b,702.41,sale
6576,u18eb2f95,943.89,refund
6577,u9fb95b3d,757.03,sale
6578,u56e119ec,777.45,refund
6579,u93072fc3,860.85,sale
6580,u5e871ac8,381.84,refund
6581,udd8a42ec,403.08,sale
6582,u2338b668,244.77,sale
6583,u4daebb90,399.91,sale
6584,ua901295d,782.61,refund
6585,ufb3d72fa,31.14,sale
6586,ube8b0d42,881.0,sale
6587,uc8d786fa,930.9,refund
6588,u11e1d01c,181.66,refund
6589,u8ae0fb33,332.45,sale
6590,uc082213a,434.5,sale
6591,u93f4f126,493.86,sale
6592,u3f0d4df2,237.67,refund
6593,u1f422053,466.88,sale
6594,u87a3694d,470.91,sale
6595,u5f2267d8,635.29,sale
6596,u17e69c34,567.08,sale
6597,ud1fc8e27,707.0,sale
6598,u35d194a8,360.05,sale
6599,u2dfa9472,462.83,sale
6600,ucee7b023,391.72,sale
6601,u392525a9,565.94,sale
6602,u53d35339,674.29,sale
6603,ubc8f2dfa,343.69,refund
6604,uf43b847b,253.59,refund
6605,ucbe03fa6,737.52,refund
6606,u9a284ae7,765.38,refund
6607,u95a7d572,935.38,refund
6608,u85088b85,151.04,sale
6609,ue1376c23,393.26,sale
6610,u2718c138,384.51,refund
6611,u85a3e5d1,228.54,sale
6612,u1c00e980,373.56,refund
6613,ud83cfcd8,352.92,sale
6614,ucb3c66f6,30.48,sale
6615,ue877ef77,710.18,refund
6616,u3c497d29,117.14,refund
6617,u2e2dac47,535.29,refund
6618,u67aaeeb2,522.16,refund
6619,ufb202483,444.69,sale
6620,uab0d5711,173.22,refund
6621,uef6a19b2,171.27,refund
6622,uc1080bca,462.05,refund
6623,u20a66532,564.33,refund
6624,u93291772,632.58,sale
6625,ub496eda3,529.73,sale
6626,u6e21773e,39.54,refund
6627,u8d206f23,802.03,sale
6628,u022ce440,405.97,refund
6629,u30f9ef78,638.28,refund
6630,u0ef70395,724.86,sale
6631,ufd1012b4,38.65,refund
6632,ua3f32f62,875.44,refund
6633,u5ec05afa,864.07,refund
6634,u3355ee74,640.87,refund
6635,u4ad6a1a1,382.7,sale
6636,u6db409d4,778.06,refund
6637,uf7bd06e9,492.35,refund
6638,u3cb1ada2,813.88,sale
6639,u4c9f64bc,55.16,sale
6640,u2644c0ef,586.78,refund
6641,u9e1e926a,179.98,refund
6642,u10429a00,475.17,refund
6643,uf2c57105,267.13,sale
6644,u34ea7e4f,769.62,sale
6645,ud29f2b75,776.63,refund
6646,ubde84551,589.23,sale
6647,u6b470331,286.94,sale
6648,u034bad7b,626.6,sale
6649,u5dc9a106,638.53,sale
6650,u51cb6e6c,294.32,sale
6651,uf960f0fb,744.95,sale
6652,u04a290b9,663.81,sale
6653,u8a636747,683.85,refund
6654,u68dee83a,336.2,sale
6655,ub07f44b0,534.0,sale
6656,uae63e512,260.77,refund
6657,u192ad035,97.49,refund
6658,u1a765bdc,284.71,sale
6659,u7b77bfef,385.44,sale
6660,u175715a9,837.6,refund
6661,ucef4a324,567.15,refund
6662,u12c8c196,656.7,refund
6663,uce9cfaa5,24.88,sale
6664,udec6fc74,387.31,refund
6665,u46628daa,581.66,refund
6666,uc98aa35f,156.45,sale
6667,ud6cfd887,567.1,sale
6668,ua8e0df2c,182.6,refund
6669,u28d000ab,207.21,refund
6670,u7434a424,162.37,sale
6671,u6f653091,153.83,sale
6672,u501c8ecf,88.87,refund
6673,u1140aefc,239.65,sale
6674,ud14e4ce8,444.28,sale
6675,ucbc1ad25,198.17,refund
6676,u8d81e932,931.78,refund
6677,udf3b31dc,10.28,sale
6678,u381407f1,523.72,sale
6679,ud017ff7e,126.53,refund
6680,u816317a5,366.54,sale
6681,ue24fcefe,178.38,sale
6682,u3683f4b3,960.19,refund
6683,udc01a851,161.81,refund
6684,u80e58d80,23.8,sale
6685,u38dbd57c,194.1,sale
6686,ud3e70d3b,459.58,refund
6687,uda238b75,78.82,refund
6688,u151539b2,108.39,sale
6689,u577dd14e,891.01,sale
6690,ue3a72e41,354.62,refund
6691,u4c3545d1,605.46,sale
6692,u708585df,326.85,sale
6693,u4026f3dd,948.88,sale
6694,u66bea915,954.22,sale
6695,u3fca4763,424.96,refund
6696,u7123ec17,89.4,refund
6697,u2669eee5,866.28,refund
6698,u8104ba52,800.83,refund
6699,u5d29d955,143.77,refund
6700,u6b137a52,870.69,sale
6701,u1651e00a,353.09,sale
6702,u0ded2ed0,692.35,sale
6703,u5afa44cd,745.51,sale
6704,u18e38eb7,865.41,sale
6705,ua64b395f,113.58,refund
6706,uda2f899f,352.39,sale
6707,uc2f3adda,568.32,sale
6708,ubc2ed112,358.7,refund
6709,ucd73ae78,809.56,sale
6710,u75ecfd53,941.33,refund
6711,u046f3bd1,782.38,sale
